# Name, RA, Dec, N_exp, SNR, Teff, logg, [M/H]
HD161612,266.98979,-34.01932,63.0,1343.32402644,5961.0,4.28,-0.09
HD18838,45.17514,-35.9362,4.0,93.1789139237,5500.0,4.48,-0.17
HD131565,224.5198,-68.59308,5.0,110.340337139,5612.0,4.47,-0.16
HR209,11.44071,-47.55217,48.0,1113.86377982,0.0,0.0,0.0
HD29875,70.14002,-41.86281,9.0,915.331595653,0.0,0.0,0.0
HD109409,188.67691,-44.67335,61.0,1769.54040643,0.0,0.0,0.0
HD164500,270.92239,-45.86163,2.0,89.7399019389,0.0,0.0,0.0
HD108768,187.48224,-26.42192,10.0,133.354639964,5633.0,4.45,0.14
HIP44899,137.2192,-34.84271,8.0,97.2470565107,0.0,0.0,0.0
BD-084501,266.86544,-8.77768,4.0,68.3790903713,5962.0,4.31,-0.43
HD138914,235.0767,-71.56851,39.0,269.145072405,4983.0,4.38,-0.12
HD104006,179.61648,-41.92325,51.0,630.76003361,0.0,0.0,0.0
HD77110,134.82656,-35.30988,41.0,562.841540755,0.0,0.0,0.0
HD18632,45.01013,7.74918,8.0,284.42301243,5511.0,4.48,0.05
HD112646,194.73233,-55.67291,14.0,122.89377527,0.0,0.0,0.0
HD30703,72.00088,-41.89283,10.0,116.820631739,0.0,0.0,0.0
HD6838,17.18877,-25.86384,2.0,63.0797907416,0.0,0.0,0.0
HD161265,266.54009,-37.29126,2.0,76.0846896557,0.0,0.0,0.0
HIP4328,13.85222,-51.8314,27.0,91.2407803562,0.0,0.0,0.0
HD116883,201.82729,-39.9529,10.0,109.284902891,4902.0,4.36,-0.2
HD111777,193.05025,-56.57474,148.0,939.38214801,0.0,0.0,0.0
HD106589,183.90426,-48.41651,8.0,111.530130458,5597.0,4.37,-0.23
HD105,1.46816,-41.75258,31.0,575.861927896,6126.0,4.65,-0.02
HD115617,199.60061,-18.31293,754.0,7221.06213379,4861.0,4.62,-0.26
HD3374,9.07198,-43.24076,2.0,71.8259702336,0.0,0.0,0.0
HD175179,283.59481,-4.60653,3.0,135.530107356,0.0,0.0,0.0
HIP115955,352.39095,-47.03702,10.0,97.1898142811,0.0,0.0,0.0
HD126525,216.88889,-51.93391,132.0,1477.14685797,0.0,0.0,0.0
HD142022A,242.52424,-84.22688,14.0,260.920639276,0.0,0.0,0.0
HD123517,213.50287,-78.89849,9.0,166.572146531,0.0,0.0,0.0
HD143754,241.36597,-59.2142,1.0,45.2,0.0,0.0,0.0
HIP23516,75.84288,-23.25133,3.0,46.478919953,0.0,0.0,0.0
BD+103022s,248.17746,9.79309,2.0,36.2791951399,0.0,0.0,0.0
PPM213757,60.56761,-15.3566,11.0,227.195400482,0.0,0.0,0.0
HIP41277,126.31697,4.25283,1.0,28.3,0.0,0.0,0.0
HD176982,285.68408,-0.70977,2.0,71.2877268539,5775.0,4.28,0.18
HD27282,64.78088,17.52208,4.0,129.388137014,0.0,0.0,0.0
HD66838,121.09318,-28.41999,12.0,163.946912139,5392.0,4.29,0.03
HD110619,190.92749,-37.70914,26.0,794.212729689,0.0,0.0,0.0
HR8883,350.31615,-26.98464,45.0,976.166184622,0.0,0.0,0.0
HD89668,155.1798,-1.47034,5.0,89.3063827506,4811.0,4.45,-0.11
HD63685,116.60453,-61.42993,6.0,153.882162709,5497.0,4.05,0.0
HD56351,108.42567,-54.90197,5.0,85.6555310532,0.0,0.0,0.0
Gl729,282.457,-23.83811,8.0,71.954360535,0.0,0.0,0.0
HD103746,179.18493,-47.0733,1.0,108.8,0.0,0.0,0.0
HD123615,212.15742,6.02785,2.0,68.3316178646,0.0,0.0,0.0
HD128833,220.13577,-42.66838,2.0,65.8808773469,0.0,0.0,0.0
HD214954,340.86019,-64.81102,2.0,101.770575315,5738.0,4.48,0.14
HD1466,4.60607,-63.47828,22.0,470.549444798,0.0,0.0,0.0
HD16885,40.60913,-1.31925,1.0,42.1,0.0,0.0,0.0
HD115585,199.95888,-70.85475,28.0,720.934823684,5781.0,4.51,0.03
HD8535,20.90293,-41.26872,40.0,343.043583237,6158.0,4.42,0.04
HIP7829,25.18462,-49.23121,5.0,83.0224668388,0.0,0.0,0.0
HD23901,57.159,-4.42189,21.0,329.750739196,5264.0,3.93,-0.4
Gl628,247.57571,-12.66477,208.0,476.221429589,0.0,0.0,0.0
HD167300,274.68816,-61.93558,82.0,610.019114455,0.0,0.0,0.0
HD144589,241.91082,-29.96466,46.0,345.991069249,0.0,0.0,0.0
HD86551,149.58963,-36.05733,1.0,38.0,0.0,0.0,0.0
HD194330,306.97783,-57.64523,3.0,64.0897027611,0.0,0.0,0.0
HIP49889,152.81002,-82.86657,18.0,63.3062398188,0.0,0.0,0.0
HD109368,188.60591,-46.50671,5.0,62.8176726726,4651.0,4.36,-0.23
HD90711,157.0503,-6.60241,27.0,712.372971132,4976.0,3.59,-0.06
HD130322,221.88565,-0.28276,7.0,268.1241317,6566.0,4.19,-0.38
HD57375,109.1628,-64.12605,2.0,100.122025549,0.0,0.0,0.0
HD224063,358.72014,-0.2884,12.0,178.659956342,5591.0,4.27,0.14
HD208672,329.50131,-5.20741,1.0,47.5,5986.0,4.61,0.13
HD91379,158.1854,-19.20246,30.0,456.080168391,6164.0,4.41,-0.29
HD-92106,158.23552,-81.16744,13.0,373.253720678,0.0,0.0,0.0
HD161256,267.0855,-60.66311,19.0,256.450404562,5652.0,4.27,0.14
HD125612,215.22378,-17.48197,44.0,367.483986046,5913.0,4.43,0.24
BD-114934A,289.34822,-11.56678,2.0,48.4010330468,0.0,0.0,0.0
HD120491,207.77296,-53.73314,5.0,63.2231761303,4680.0,4.49,-0.34
Gl846,330.54069,1.39998,55.0,396.899584278,0.0,0.0,0.0
HIP31862,99.90894,-55.60975,20.0,223.692020421,0.0,0.0,0.0
HD189625,300.38609,-16.86646,19.0,728.260097767,5586.0,4.53,0.11
HD80545,139.53524,-57.76993,5.0,70.6153665996,0.0,0.0,0.0
HD108063,186.28645,-42.51562,28.0,583.711923812,6081.0,4.11,0.55
HD122308,210.63441,-52.64284,8.0,88.3387797063,5253.0,4.44,-0.32
HD149621,249.31443,-33.14939,1.0,39.2,0.0,0.0,0.0
HD75328,130.08918,-79.67458,9.0,122.913384137,6003.0,4.46,-0.23
HIP54446,167.10094,-26.15563,8.0,123.865168631,4992.0,4.51,-0.18
HD139590,234.75023,-0.31473,15.0,420.712574093,6200.0,4.49,0.13
HD38772,86.71922,-28.89048,4.0,100.737430978,6106.0,4.37,-0.23
HD145417,243.45071,-57.57253,89.0,1010.32976795,0.0,0.0,0.0
HD177756,286.56222,-4.88263,2.0,613.035610711,0.0,0.0,0.0
KAPFOR,35.63516,-23.81836,32.0,1153.34876772,0.0,0.0,0.0
HD105779,182.66207,-16.95727,40.0,290.338337117,5792.0,4.51,-0.25
HD175607,285.27647,-66.19337,129.0,886.674241196,5411.0,4.39,-0.58
HD125455,214.89503,-5.15211,43.0,925.058365726,4757.0,4.58,0.1
HD91345,157.52244,-71.56117,25.0,496.318174158,5658.0,4.52,-1.04
HD12055,29.29122,-47.38553,2.0,325.673947377,0.0,0.0,0.0
HD113513,196.71507,-77.87146,5.0,114.312422772,5751.0,4.54,0.17
HD76440,133.51447,-51.58487,7.0,106.87090343,5764.0,4.43,-0.01
HD117938,203.57924,-36.52429,4.0,65.2891262003,4738.0,4.27,-0.13
HD215789,342.13892,-51.32066,5.0,594.575251755,0.0,0.0,0.0
HIP112703,342.36007,-58.25379,4.0,57.9429029304,0.0,0.0,0.0
HD209458,330.79383,18.88476,20.0,456.570564097,6313.0,3.91,0.07
HD21132,50.35285,-61.48956,102.0,1021.38597504,6243.0,4.6,-0.37
HR1544,72.65305,8.89732,13.0,1044.93652439,0.0,0.0,0.0
HD106116,183.12012,-3.08486,122.0,1787.67427962,6215.0,4.1,0.16
HD130930,223.06789,-43.82069,21.0,422.856334941,0.0,0.0,0.0
Gl486,191.98318,9.75002,12.0,55.7435198028,0.0,0.0,0.0
HD59984,113.02474,-8.88176,65.0,1931.70475487,0.0,0.0,0.0
HIP66678,205.03491,-66.33892,8.0,73.3523687416,0.0,0.0,0.0
HD109988,189.8161,-32.72648,23.0,211.777312288,5193.0,4.46,0.14
HD224047,358.70991,-47.80769,6.0,77.1572420451,5167.0,4.43,-0.23
HD-46462,97.9285,-37.18156,41.0,647.784593827,0.0,0.0,0.0
HD77748,135.94677,-19.82431,1.0,41.9,0.0,0.0,0.0
HD218693,347.65985,-45.4561,19.0,318.105532803,0.0,0.0,0.0
HD72659,128.51411,-1.56853,16.0,259.361562303,5926.0,4.24,-0.02
WCMa,107.01458,-11.92404,1.0,51.8,0.0,0.0,0.0
HIP93102,284.49573,-47.44913,2.0,31.7157689486,0.0,0.0,0.0
HD207583,327.59499,-16.19858,2.0,154.975740037,0.0,0.0,0.0
HD16522,37.91567,-79.10701,3.0,303.615711056,0.0,0.0,0.0
HD101896,175.89389,-14.02086,1.0,55.5,0.0,0.0,0.0
HD323684,262.18673,-41.66662,19.0,135.611762027,0.0,0.0,0.0
HD105837,182.74085,-46.32215,26.0,817.249655858,0.0,0.0,0.0
HD110668,190.99324,-35.12461,11.0,463.419280997,5850.0,4.45,0.17
HD217738,345.90594,-56.29384,2.0,27.6260746397,0.0,0.0,0.0
HD631,2.66211,12.8185,2.0,54.9534348335,0.0,0.0,0.0
HD108309,186.69958,-48.91328,49.0,1427.88910984,6145.0,4.23,-0.21
HIP17157,55.12062,-47.92554,13.0,180.203107631,0.0,0.0,0.0
HD171028,278.06384,6.94619,89.0,707.244879798,0.0,0.0,0.0
HD6234,15.70498,-37.31527,2.0,59.6547567257,0.0,0.0,0.0
HD60162,113.15877,-16.82382,2.0,51.730165281,0.0,0.0,0.0
HD141598,237.6804,-24.0076,12.0,157.787990671,5593.0,4.37,-0.1
LHS3056,229.79586,-12.75556,6.0,20.6567180355,0.0,0.0,0.0
HD311505,132.7501,-74.0814,5.0,94.3983580366,0.0,0.0,0.0
HD35850,81.76847,-11.89977,4.0,217.421296105,5911.0,4.37,0.09
HD115499,202.19504,-86.44947,5.0,53.0141490548,5542.0,4.45,0.07
HD179376,288.04794,4.39135,2.0,56.9224911612,0.0,0.0,0.0
HD84305,145.77324,-43.27372,3.0,93.6333807998,5963.0,4.51,-0.23
HD309701,145.20755,-62.89066,8.0,79.6626637767,4814.0,4.39,-0.3
HD103197,178.22252,-50.29294,62.0,382.230990371,5250.0,4.45,0.22
BD-073837,215.79803,-8.1182,6.0,88.239560289,0.0,0.0,0.0
HD16382,38.25787,-72.43989,9.0,242.075071001,5953.0,4.5,0.03
HD128431,219.39173,-29.36655,7.0,98.0032652517,5429.0,4.43,-0.34
HD82783,143.36402,-30.66707,20.0,208.445220622,5318.0,4.41,0.21
HD18986,45.70632,-14.39625,2.0,58.2021477267,0.0,0.0,0.0
BD-035691,355.54302,-2.57701,1.0,31.3,0.0,0.0,0.0
HD215625,341.70532,-20.79269,6.0,148.925820461,6282.0,4.58,0.1
HIP48766,149.19652,-31.2423,2.0,63.6611341401,0.0,0.0,0.0
BD+03353,38.32948,4.42232,2.0,60.9,0.0,0.0,0.0
HD113679,196.47122,-38.51687,21.0,560.73488388,0.0,0.0,0.0
HIP15587,50.19566,-62.27483,5.0,82.4535626883,5239.0,4.46,-0.12
HD146624,244.57207,-28.61492,47.0,1609.4226325,0.0,0.0,0.0
HIP39611,121.42348,-59.4256,16.0,127.01405434,0.0,0.0,0.0
HD131664,225.02802,-73.53473,37.0,340.804548092,5901.0,4.5,0.31
HD96290,166.00335,-74.24881,13.0,193.724262807,6219.0,4.56,0.03
HD18978,45.59646,-23.62352,12.0,1038.7957499,0.0,0.0,0.0
BD+191739,112.1343,19.64779,2.0,47.8840265642,0.0,0.0,0.0
HD215722,341.87711,-24.56218,5.0,60.7486625367,4728.0,4.4,-0.1
HD119772,206.33264,-10.52534,2.0,65.6804384882,0.0,0.0,0.0
HIP35992,111.25099,-38.35017,15.0,161.442683328,4939.0,4.25,-0.02
HIP41795,127.83198,-68.5896,11.0,87.8673431942,0.0,0.0,0.0
LP816-60,313.13373,-16.97746,122.0,164.474770102,0.0,0.0,0.0
HD274255,82.56156,-42.69881,6.0,112.57046682,0.0,0.0,0.0
HD172513,280.50898,-34.46569,44.0,899.668355562,4975.0,3.29,-0.17
Gl536,210.25857,-2.65808,195.0,534.519840605,0.0,0.0,0.0
HD13578,32.53473,-64.35575,9.0,169.243050079,5842.0,4.18,-0.03
HD71685,127.06874,-14.58714,39.0,499.686791901,6038.0,4.58,-0.37
CCDMJ01488-0126BC,27.19172,-1.43869,2.0,77.5154823245,0.0,0.0,0.0
HIP101844,309.57343,-55.60824,1.0,20.5,0.0,0.0,0.0
HIP27323,86.82708,-48.52559,10.0,95.6217025575,0.0,0.0,0.0
HD60753,113.36207,-50.58543,24.0,941.752271035,0.0,0.0,0.0
HD101581,175.2609,-44.4053,6.0,329.453653797,0.0,0.0,0.0
HD224432,359.47741,-7.09022,2.0,48.7209400566,4828.0,4.38,-0.06
HD-42659,92.83875,-15.7941,49.0,753.328620192,0.0,0.0,0.0
LTT7434,281.4923,-28.916,9.0,79.4601157814,0.0,0.0,0.0
HD177724,286.35115,13.8634,2.0,670.05452017,0.0,0.0,0.0
HD22049,53.22839,-9.45641,23.0,1328.89733238,5428.0,4.57,-1.53
HD37561,84.9447,10.337,1.0,31.7,0.0,0.0,0.0
HD125271,216.65112,-81.45291,9.0,82.7636997723,4779.0,4.33,-0.22
HD97037,167.5572,-7.39044,102.0,1621.90273444,6226.0,4.11,-0.22
GJ1232,287.46069,17.66647,9.0,9.14603739332,0.0,0.0,0.0
HD39427,87.61476,-43.69989,23.0,243.461085186,5682.0,4.52,-0.18
HD221974,354.19083,-17.23664,4.0,83.9873204716,5170.0,4.3,0.3
HD89454,154.81915,-11.37935,49.0,939.668638404,0.0,0.0,0.0
HD114729,198.18447,-31.87418,66.0,1487.82876367,5933.0,4.09,-0.06
HD125881,216.18922,-63.70643,76.0,1330.7232432,5593.0,4.56,-0.08
HIP82357,252.41496,-65.07862,10.0,73.3736328663,0.0,0.0,0.0
HD162236,267.7798,-27.39375,17.0,397.317580784,0.0,0.0,0.0
HD149747,259.97173,-87.23939,9.0,123.041822158,0.0,0.0,0.0
HD11563,28.23929,-28.08149,1.0,51.1,0.0,0.0,0.0
HD77191,135.33972,10.73044,4.0,141.215154994,0.0,0.0,0.0
BD-183106,166.86526,-19.29161,8.0,73.7042739602,0.0,0.0,0.0
HD117359,202.93957,-67.41683,16.0,140.286314372,5246.0,4.43,-0.13
BD-043873,230.51364,-4.78037,7.0,94.8808199796,0.0,0.0,0.0
HD103949,179.54885,-23.92406,4.0,200.043320308,0.0,0.0,0.0
HD120272,207.31915,-40.51663,1.0,77.0,0.0,0.0,0.0
HD117207,202.33829,-35.57106,89.0,1390.98240104,5135.0,4.53,0.1
HD-50169,102.99582,-1.64442,23.0,401.632568401,0.0,0.0,0.0
HD36705,82.18568,-65.44935,7.0,217.136201496,0.0,0.0,0.0
HD204941,323.09641,-20.9595,82.0,872.54445732,0.0,0.0,0.0
HD113538,196.24096,-52.44376,92.0,298.178235289,0.0,0.0,0.0
HIP17956,57.58263,-23.82963,8.0,89.3211621062,0.0,0.0,0.0
HD129829,221.32773,-18.00402,5.0,131.540602097,6196.0,4.66,-0.16
HD104982,181.30735,-28.71767,40.0,920.292187297,0.0,0.0,0.0
HD58489,111.0204,-40.04754,21.0,211.455929215,4800.0,4.33,0.1
HD52449,103.3144,-74.7246,18.0,242.910147997,6362.0,4.55,0.12
HD12039,29.45255,-21.8992,25.0,542.336445392,0.0,0.0,0.0
HD24636,57.05348,-74.69427,1.0,56.1,0.0,0.0,0.0
HD106275,183.468,-69.05991,24.0,458.802615511,0.0,0.0,0.0
HD4208,11.11116,-26.51253,33.0,685.475703435,5600.0,4.52,-0.26
HIP13685,44.06668,-50.19093,2.0,53.3487581861,0.0,0.0,0.0
HD88885,153.63859,-27.03623,11.0,149.232503162,5361.0,4.46,-0.11
HD-965,3.5149,-0.03332,14.0,371.614047097,0.0,0.0,0.0
HD61261,114.38101,-24.59731,2.0,43.5598438932,0.0,0.0,0.0
HD223315,357.15292,-15.21278,3.0,79.7373814468,5650.0,4.44,0.3
HD97320,167.76205,-65.42811,26.0,553.386501462,6162.0,4.57,-1.05
HD154363,256.26228,-5.06677,214.0,967.925699628,0.0,0.0,0.0
HD37351,83.30783,-65.02411,2.0,51.5061161417,0.0,0.0,0.0
CPD-60315B,67.98291,-59.87563,4.0,60.1040764009,0.0,0.0,0.0
HD66040,119.81032,-52.15201,32.0,221.182187348,5226.0,4.34,0.35
No-Name,45.13639,-81.90188,31.0,268.527670827,0.0,0.0,0.0
HD111232,192.21712,-68.42474,56.0,936.162694194,0.0,0.0,0.0
HIP58608,180.27894,-1.73234,5.0,68.5117508169,0.0,0.0,0.0
HD22177,53.00784,-52.47484,7.0,180.162593232,5666.0,4.26,0.2
HIP118086,359.30946,-16.50937,4.0,52.0181699024,0.0,0.0,0.0
Gl618A,245.01403,-37.52763,21.0,139.02417056,0.0,0.0,0.0
HD105938,182.91319,-54.41795,3.0,142.312086627,6208.0,4.27,0.03
AlpLeo,152.09209,11.96533,2.0,866.280907097,0.0,0.0,0.0
Gl701,271.28347,-3.03262,145.0,552.232876602,0.0,0.0,0.0
HD76859,134.37228,-39.77845,1.0,42.5,0.0,0.0,0.0
HD148211,246.80389,-22.12855,82.0,970.054060349,5922.0,4.34,-0.62
BD-032525,134.7939,-4.02751,6.0,261.087092749,0.0,0.0,0.0
HD25632,60.63747,-38.3903,3.0,64.5461850151,0.0,0.0,0.0
HD-59435,112.3958,-9.25835,5.0,226.224866007,0.0,0.0,0.0
HD3968,10.29736,-68.45811,2.0,63.957642233,0.0,0.0,0.0
HIP15360,49.51487,-30.40384,2.0,39.9621070516,0.0,0.0,0.0
HIP54597,167.60907,-29.41513,42.0,239.007656781,4799.0,4.43,-0.22
HD70903,126.04342,-11.44051,14.0,168.711617857,5118.0,4.52,-0.43
Gl643,253.85595,-8.32367,11.0,59.2710722022,0.0,0.0,0.0
HD93380,161.65378,-24.5884,6.0,165.281638424,0.0,0.0,0.0
HD128575,220.68104,-74.31111,2.0,37.6830200488,0.0,0.0,0.0
HD134088,227.05286,-7.91418,130.0,1119.5354349,0.0,0.0,0.0
HD38265,85.87019,-25.6215,17.0,185.434543707,5549.0,4.43,-0.14
HD142709,239.41417,-42.62664,66.0,772.656929044,0.0,0.0,0.0
HD186302,297.28239,-70.18711,11.0,125.355055742,5662.0,4.44,-0.03
HD10092,24.40032,-49.26519,2.0,61.3921819127,0.0,0.0,0.0
BD+083095,237.74483,8.42196,3.0,79.1035397438,0.0,0.0,0.0
HD100289,173.06187,-31.38299,14.0,554.295661177,5483.0,4.42,0.03
HD124785,214.24077,-50.28169,17.0,322.353222413,0.0,0.0,0.0
HD112776,194.88722,-38.22069,3.0,67.5929730076,0.0,0.0,0.0
HD155915,259.55197,-60.45962,2.0,75.5463433926,0.0,0.0,0.0
CD-2412897,253.1021,-24.70405,2.0,20.0232365016,0.0,0.0,0.0
HD10678,25.65183,-58.41427,2.0,88.7360129823,0.0,0.0,0.0
HD87838,151.89208,-6.43965,98.0,1229.04748078,6118.0,4.47,-0.4
HD129642,221.28843,-49.91694,85.0,903.244053399,0.0,0.0,0.0
HD192117,305.07055,-75.58144,2.0,113.986183373,0.0,0.0,0.0
HD73267,129.07462,-34.46112,67.0,469.326474855,5373.0,4.37,0.05
CD-3810856B,241.25692,-38.41156,2.0,69.2483212793,0.0,0.0,0.0
HD18257,44.04777,13.91079,2.0,48.6491520995,0.0,0.0,0.0
HD210752,333.18156,-6.46634,46.0,945.73846279,5680.0,4.39,0.09
HD150177,249.91218,-9.55413,51.0,1401.16666746,0.0,0.0,0.0
HD215497,341.65555,-56.6,116.0,485.460760515,5110.0,4.4,0.2
HD95533,165.36428,-19.82003,6.0,123.311962112,5366.0,4.36,0.16
HIP107133,325.51579,-30.59314,24.0,131.371115547,0.0,0.0,0.0
HD141597,237.66209,-23.26328,11.0,198.325414408,6285.0,4.38,-0.4
HD69363A,122.20862,-76.63889,1.0,22.8,0.0,0.0,0.0
HD30119,70.55878,-49.38091,1.0,40.0,0.0,0.0,0.0
NONE,164.95854,-61.86818,11.0,11.2787410645,0.0,0.0,0.0
HD79601,138.43726,-42.31058,124.0,1233.30842047,5834.0,4.37,-0.6
HD208487,329.33136,-37.76277,20.0,833.494109157,4780.0,4.85,-0.1
HD98586,169.90177,-64.68894,8.0,120.305195233,0.0,0.0,0.0
HD62847,115.96891,-46.8526,14.0,154.056450693,5362.0,4.48,-0.25
Sun-sky,354.11577,-30.00056,1.0,367.8,0.0,0.0,0.0
HIP40459,123.91862,-26.01067,33.0,185.537785909,0.0,0.0,0.0
HD45943,97.17062,-38.57074,2.0,48.4744262472,0.0,0.0,0.0
HD90133,155.80139,-48.33619,10.0,114.910138804,5064.0,4.42,-0.16
HD24348,57.85537,-27.48207,1.0,27.8,0.0,0.0,0.0
HD198075,312.06224,-12.45674,22.0,523.04202508,0.0,0.0,0.0
HD95860,165.71191,-53.24759,7.0,145.422144118,0.0,0.0,0.0
BD-080535,42.93589,-8.27042,4.0,66.6936278815,0.0,0.0,0.0
CPD-52498,62.26313,-51.88605,1.0,26.1,0.0,0.0,0.0
CD-451246,276.25427,-45.4786,4.0,65.7898168412,0.0,0.0,0.0
HD147147,245.11002,-11.53683,2.0,41.5422676319,4856.0,4.51,-0.17
HIP116491,354.07502,-48.58654,7.0,88.6403407033,0.0,0.0,0.0
HD42505,91.68664,-62.68241,4.0,58.0973321246,4738.0,4.4,-0.22
HD299043,155.28621,-52.5067,14.0,112.046552825,0.0,0.0,0.0
Gl569A,223.6212,16.10002,25.0,150.082610585,0.0,0.0,0.0
HD140785,236.80292,-42.20464,6.0,102.625922651,5756.0,4.12,-0.05
HD12265,29.95206,-27.04045,2.0,58.2662852772,0.0,0.0,0.0
GJ1256,310.14116,15.50082,10.0,11.5792918609,0.0,0.0,0.0
HD208704,329.59771,-12.66714,66.0,1391.04836365,0.0,0.0,0.0
HD41842,91.56791,-27.90426,4.0,113.414152556,0.0,0.0,0.0
HD54359,107.03599,-9.96859,2.0,39.477081959,0.0,0.0,0.0
HD174564A,283.52841,-54.35495,9.0,109.125065865,0.0,0.0,0.0
Sun-sky,326.35072,-27.0199,1.0,296.3,0.0,0.0,0.0
BD-033746,228.49516,-3.79851,5.0,70.8751719575,4732.0,4.63,-0.9
HD55279,105.1281,-79.69307,16.0,236.967086322,0.0,0.0,0.0
HD66030,119.48191,-62.06629,1.0,43.2,0.0,0.0,0.0
HD101612,175.34458,-26.66793,42.0,663.32843298,6281.0,4.41,-0.36
HIP83941,257.35866,-35.39237,97.0,251.162497201,0.0,0.0,0.0
HD144628,242.42166,-56.44774,345.0,2661.1123351,5847.0,4.42,0.11
HD211317,334.69268,-68.31634,12.0,163.807936316,5965.0,4.3,0.27
HD64942,118.9909,-9.79608,5.0,162.988772619,5933.0,4.71,0.07
HIP21934,70.73469,-44.19441,48.0,246.060541331,4674.0,4.19,0.03
HD206163,325.56768,-57.61355,1.0,122.8,0.0,0.0,0.0
Gl678.1A,262.59509,5.54813,151.0,559.292463743,0.0,0.0,0.0
HD15767,37.92558,-15.27573,2.0,57.1428035714,0.0,0.0,0.0
HD104800,181.02399,3.3394,64.0,564.617720232,5725.0,4.49,-0.26
HD37896,84.69313,-52.48985,2.0,54.6547344701,0.0,0.0,0.0
HD38393,86.11294,-22.44656,4.0,530.592140914,0.0,0.0,0.0
HD151282,252.87479,-67.56375,1.0,35.3,0.0,0.0,0.0
BD+102079,149.42646,9.97694,2.0,57.7691959439,0.0,0.0,0.0
HIP32530,101.81744,-18.25943,5.0,70.2736792832,0.0,0.0,0.0
HD37990,85.18042,-36.58377,20.0,298.945045117,6215.0,4.56,0.0
HD138763,233.58376,-5.69558,48.0,1063.1610085,0.0,0.0,0.0
HD187456,299.07029,-72.36354,36.0,481.07658434,0.0,0.0,0.0
HD149396,248.9785,-37.36232,114.0,442.57446831,5657.0,4.47,0.19
HD218750,347.7544,-50.96793,10.0,131.236389771,5166.0,4.39,0.08
HD33081,76.78523,-17.29873,3.0,111.295507546,6399.0,4.56,-0.16
HD95922,166.00677,-0.03188,1.0,47.4,6293.0,4.63,-0.06
HD117618,203.10818,-47.27126,10.0,615.668449736,5821.0,4.14,-0.2
HD214998,340.56805,-5.7358,2.0,55.8660003938,4847.0,4.37,0.06
HD134113,226.94294,8.87952,28.0,520.040296516,0.0,0.0,0.0
HIP35937,111.14193,-80.18575,8.0,83.8396684154,0.0,0.0,0.0
HD137303,231.48968,-26.70974,16.0,333.732093153,0.0,0.0,0.0
HD66168,119.04263,-71.98586,8.0,145.412654195,6198.0,4.69,-0.03
HD119782,206.67573,-56.84995,19.0,419.890700064,0.0,0.0,0.0
HD132569,225.08117,-16.54175,47.0,268.776673095,5026.0,4.49,-0.26
HD214094,339.1732,-43.47316,14.0,301.146243543,6288.0,4.28,-0.01
HD148303,247.08406,-31.1325,73.0,674.835231742,0.0,0.0,0.0
EF-Aqr,345.32941,-6.44277,4.0,109.524837366,0.0,0.0,0.0
HIP14313,46.15551,-51.31853,1.0,32.3,0.0,0.0,0.0
HD156517,259.51594,-1.28856,28.0,149.284627474,5013.0,4.45,0.03
HD204287,322.30242,-50.31858,6.0,189.266531643,5743.0,4.15,-0.04
Sun-sky,356.76507,-30.0008,1.0,358.0,0.0,0.0,0.0
HD23472,55.466,-62.76641,14.0,137.404439521,4813.0,4.38,-0.19
HIP32812,102.60265,-51.04622,20.0,183.943143389,4977.0,4.41,-0.02
HIP1745,5.51616,-24.9462,5.0,85.3441269215,5416.0,4.39,-0.44
HD149686,249.41393,-30.95479,1.0,35.5,0.0,0.0,0.0
HD222368,354.98623,5.62238,14.0,1206.71239324,4835.0,4.56,0.09
HIP95903,292.5516,-54.93704,76.0,527.623331554,0.0,0.0,0.0
HD118563,204.61922,-38.32124,12.0,125.787042258,5477.0,4.45,-0.04
HD24199,57.4134,-37.73502,1.0,41.3,0.0,0.0,0.0
HD224433,359.45674,-30.44962,9.0,139.795708089,5527.0,4.42,0.09
Sun-sky,355.87919,-30.00073,1.0,361.4,0.0,0.0,0.0
HD24070,57.25186,-26.0327,1.0,92.4,0.0,0.0,0.0
HIP100490,305.67959,-58.28565,7.0,70.5893759712,0.0,0.0,0.0
GJ1154A,183.56627,0.62295,5.0,13.4948138186,0.0,0.0,0.0
HIP31634A,99.29917,-50.03941,9.0,193.328968342,0.0,0.0,0.0
Gl752A,289.22943,5.16715,146.0,592.016021743,0.0,0.0,0.0
HIP118180,359.58872,-53.81048,4.0,62.6630672725,0.0,0.0,0.0
HD154417,256.31872,0.70154,15.0,1029.43049304,6114.0,4.26,0.12
HD103929,179.5286,-4.37116,1.0,47.1,0.0,0.0,0.0
HD145666,243.75854,-56.37705,28.0,661.254633254,0.0,0.0,0.0
HD52265,105.07626,-5.3681,6.0,478.554218454,5891.0,4.36,-0.13
HD176157,284.73127,-0.50679,2.0,187.429053244,0.0,0.0,0.0
HD111031,191.62958,-11.81312,40.0,1149.79551225,5882.0,4.47,-0.05
HD74698,130.07978,-71.87741,66.0,445.121444103,5783.0,4.27,0.07
HD137053,231.12061,-16.98831,1.0,15.9,0.0,0.0,0.0
HD127168,217.50068,-4.24838,1.0,62.5,0.0,0.0,0.0
HD219509,349.33533,-66.92391,9.0,90.7428234077,0.0,0.0,0.0
Gl514,202.50077,10.37655,159.0,642.545111257,4276.0,4.87,-0.73
HD25579,60.34459,-49.52399,1.0,35.6,0.0,0.0,0.0
LHS337,189.70382,-38.38261,10.0,27.5564874394,0.0,0.0,0.0
