# Name, RA, Dec, N_exp, SNR, parallax, parallax_error, Kmag, Kmag_err, Bmag, Bmag_err, Vmag, Vmag_err
HD8912,21.86301,-25.93947,7.0,171.18305991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD38355,85.61746,-50.47439,10.0,130.987823862,20.6492087137,0.222943099191,7.09499979019,0.0,nan,nan,nan,nan
HD222237,354.9061,-72.72299,54.0,1085.38710145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD8038,19.87088,-24.95378,16.0,188.523022467,20.7393483977,0.333222865558,6.79899978638,0.0,9.05000019073,0.0,8.33899974823,0.0
HD36003,82.10927,-3.50136,287.0,1737.41271435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD-160931,70.9023,-15.80473,6.0,88.629791831,20.5391031948,0.272389102659,7.6139998436,0.0,10.9099998474,0.0390000008047,9.95199966431,0.0780000016093
HD68089,122.26829,-42.075,7.0,142.548658359,13.9661372237,0.222564173713,0.0,0.0,10.1510000229,0.0329999998212,nan,nan
HD3808,10.12754,-27.27618,11.0,130.449032193,20.3593892285,0.269289728041,7.15000009537,0.0,9.45699977875,0.0,8.77700042725,0.0
HD14680,35.35198,-30.93345,3.0,126.112013702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD8985,22.03081,-28.05542,5.0,123.134195088,18.1594696734,0.319482235379,6.49399995804,0.0,8.24899959564,0.158000007272,7.77699995041,0.170000001788
HD16784,40.16289,-30.13516,3.0,184.749912043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gl213,85.54109,12.48631,107.0,136.253917375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD4021,10.65024,-16.70344,11.0,137.703086385,14.8429673712,0.721967755582,7.16499996185,0.0,9.49499988556,0.0240000002086,8.86800003052,0.0719999969006
HD36051,81.67805,-45.04905,15.0,229.877641366,18.4983205946,0.213110637824,6.86000013351,0.0,8.75800037384,0.0359999984503,8.25899982452,0.137999996543
HD24558,57.63358,-64.06849,27.0,168.786966321,17.6716231836,0.223412830969,0.0,0.0,10.2989997864,0.0230000000447,9.51500034332,0.00700000021607
HD212708,336.8531,-49.36642,53.0,777.182861365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD1620A,5.07912,-32.76922,1.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD180409,289.21625,-10.97388,20.0,813.257523789,32.4857391248,0.298905433735,5.53200006485,0.0,7.47499990463,0.0,6.89799976349,0.0
HD211534,334.62413,-39.13719,5.0,84.0430246957,16.5119028753,0.244734993047,8.09200000763,0.0,11.015999794,0.0219999998808,10.2110004425,0.0359999984503
BD-100047,4.77399,-9.96606,7.0,213.96523082,49.2835076127,0.393122185797,0.0,0.0,11.2250003815,0.01600000076,9.94900035858,0.0
HD14744,35.40808,-34.83739,6.0,133.187086461,25.0714276823,0.231835208205,7.18499994278,0.0,10.3389997482,0.0219999998808,9.46399974823,0.0309999994934
HD17970,43.08145,-33.45023,42.0,745.95214994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD216770,343.97501,-26.65832,30.0,686.75665268,27.2850103719,0.242601483512,0.0,0.0,8.93799972534,0.0,8.14700031281,0.0
HD215152,340.83679,-6.40413,291.0,1892.69967771,46.2369887023,0.260378316016,0.0,0.0,9.09399986267,0.0,8.09700012207,0.0
HD8406,20.75277,-16.48775,21.0,572.148232541,26.5357649386,0.701384763679,6.375,0.0,8.5579996109,0.0289999991655,7.94199991226,0.00600000005215
HD209566,331.27444,-35.18192,13.0,142.115410846,20.3934595016,0.230603172514,0.0,0.0,nan,nan,nan,nan
HD2014,6.0921,-24.84957,5.0,86.3478430535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP9603,30.87714,-4.91211,30.0,126.0695443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD4628,12.09668,5.2767,167.0,1702.07996287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD49933,102.71051,-0.54244,1236.0,4350.75993822,33.7650715007,0.586460144263,4.71500015259,0.0,0.0,0.0,0.0,0.0
HD160691,266.03827,-51.83459,1601.0,6509.17107088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeta-Gem,106.02722,20.56831,44.0,1524.15700635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP43310,132.34636,-32.38493,28.0,267.608949776,28.3190921882,0.242652184157,0.0,0.0,10.9790000916,0.0399999991059,10.0059995651,0.153999999166
HD160346,264.82419,3.55417,102.0,1192.65492914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y-Sgr,275.34504,-18.85953,18.0,774.737394218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD199260,314.19447,-26.29357,51.0,1571.09568136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD76632,134.36726,4.43046,2.0,56.4415626998,20.5332554171,0.23365403729,6.90600013733,0.0,9.4420003891,0.0,8.61999988556,0.0
HD102117,176.21068,-58.70314,68.0,1262.762935,25.3172758577,0.258431151648,5.83300018311,0.0,nan,nan,nan,nan
V642-Tau,56.64684,24.3402,23.0,88.2987542381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD94964,163.83192,-75.19234,12.0,145.143377389,19.6621972087,0.2141205654,6.51900005341,0.0,0.0,0.0,0.0,0.0
HD118679,204.77923,-39.66468,6.0,74.2928664139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD-71-1234,241.93812,-71.34971,23.0,190.218453363,5.62177445197,0.229073786526,0.0,0.0,10.7950000763,0.0230000000447,10.4329996109,0.0309999994934
HD32147,75.21154,-5.75364,117.0,1428.71717985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD135625,229.44413,-45.92421,47.0,484.527635951,17.6414282616,0.224708680563,6.28999996185,0.0,8.27700042725,0.0299999993294,7.6939997673,0.0659999996424
HD77058,134.73865,-34.00673,11.0,128.866714089,17.0384273945,0.642048860465,7.27899980545,0.0,10.2030000687,0.035000000149,9.32800006866,0.0289999991655
HD96700,166.97634,-30.17712,372.0,3771.92046178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD174545,283.48655,-54.90568,25.0,474.94057523,28.5319032081,0.223121497109,6.39099979401,0.0,9.23299980164,0.0,8.34300041199,0.0
HD209625,331.1939,-0.90469,1762.0,8733.75684857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD29263,68.941,-21.34204,4.0,120.673733679,18.3754267647,0.224317428091,6.66800022125,0.0,nan,nan,nan,nan
BF Hyi,60.99851,-74.45993,4.0,38.3789004532,2.89187126281,0.210888903907,9.33800029755,0.0,11.5150003433,0.0890000015497,10.8990001678,0.101000003517
HD104067,179.79114,-20.35329,89.0,1250.77983674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD10700,26.01216,-15.93327,1116.0,10462.6531535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD196050,309.45754,-60.63436,53.0,1227.34065768,19.4737935615,0.257222824393,6.03399991989,0.0,8.03999996185,0.0,7.41800022125,0.0
HD26913,63.86529,6.18778,62.0,1019.55981678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD216803,344.09873,-31.56468,193.0,1250.00968796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP18180,58.33361,-37.06935,19.0,64.9537527784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD93836,162.35628,-36.26548,4.0,79.3525046864,18.4975524042,0.238801164151,7.41300010681,0.0,nan,nan,nan,nan
GSC8047-0232,28.06015,-52.32637,4.0,81.4570438943,11.930197822,0.283256899393,8.40499973297,0.0,11.8199996948,0.0570000000298,10.9359998703,0.0900000035763
HIP53559,164.34883,-33.48431,12.0,143.225835658,21.3332039007,0.804175938238,7.33599996567,0.0,10.1859998703,0.0170000009239,9.29399967194,0.0
HD169830,276.95338,-29.81918,86.0,1529.02055905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD-173088,153.03359,-18.61821,5.0,71.0574415526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-32887,76.3637,-22.37293,3.0,929.152829194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L-Car,146.31932,-62.50914,88.0,2483.67925465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD78964B,136.98869,-64.03659,10.0,139.666388226,16.5169477624,0.216883063517,7.82000017166,0.0,0.0,0.0,0.0,0.0
HIP45096,137.7956,-55.03286,32.0,201.397045659,24.4372466827,0.240029642862,7.16699981689,0.0,10.4949998856,0.0359999984503,9.80200004578,0.0
8 LIB,222.67385,-15.9993,32.0,834.634944152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gl680,263.80024,-48.68271,39.0,212.861527759,100.757553512,0.813257735888,0.0,0.0,11.6450004578,0.00200000009499,10.1289997101,0.0769999995828
HD145598,243.53565,-50.78309,41.0,608.491972009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPD-71102B,30.98105,-71.25687,2.0,36.4138709835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD23079,54.9278,-52.9169,29.0,965.024642172,30.1446384579,0.231040460005,5.70499992371,0.0,7.63399982452,0.0340000018477,7.24800014496,0.0579999983311
HD-82943,143.71057,-12.13061,156.0,2300.31385033,36.1431512022,0.276791952004,5.10500001907,0.0,0.0,0.0,0.0,0.0
HD44804,95.48778,-40.88093,33.0,226.795260092,18.9722314661,0.209699410004,7.34700012207,0.0,10.3170003891,0.263999998569,9.28999996185,0.0
HD157830,261.83579,-38.05772,67.0,1074.92944885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD27036,62.57974,-71.34257,3.0,62.6147746143,11.0730591868,0.213675481166,7.83099985123,0.0,10.0839996338,0.0430000014603,9.36299991608,0.0
HD16548,39.75119,-8.92733,19.0,337.096514369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD104760A,180.94473,-44.1238,8.0,140.602560432,19.1555669877,0.234234401725,6.62400007248,0.0,nan,nan,nan,nan
HD273832,78.20262,-48.52754,7.0,97.6650398044,10.0236612352,0.223674268536,8.43700027466,0.0,10.454000473,0.128999993205,10.0349998474,0.0860000029206
HD168159,274.66615,-6.69679,2.0,113.066219535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR370,18.7982,-45.5313,15.0,818.665316231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD--4-3208,181.81214,-5.73404,13.0,176.463338969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP12147,39.15097,-74.10888,9.0,94.0757673368,19.9891829058,0.21901491308,7.76499986649,0.0,10.7559995651,0.0599999986589,9.86900043488,0.0410000011325
HD6569,16.60706,-14.29554,25.0,240.384962092,21.8348791316,0.244061194686,7.34000015259,0.0,10.3620004654,0.035000000149,9.47099971771,0.0189999993891
HD188559,299.63888,-54.93675,33.0,482.451479426,42.4926945982,0.247270259413,6.06799983978,0.0,9.5579996109,0.0,8.52600002289,0.0
HD81767,141.78797,-16.66201,37.0,226.448183919,23.1574419499,0.26429578204,7.20900011063,0.0,10.4189996719,0.00300000002608,nan,nan
HD181296,290.71273,-54.4235,81.0,1894.30948897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD148816,247.61756,4.17685,28.0,824.983842266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD36869,83.53633,-15.28254,7.0,228.83869865,17.526102941,0.233475150026,6.85200023651,0.0,8.95400047302,0.0,8.55200004578,0.0
HD134987,228.37241,-25.3101,127.0,1708.44161153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD-112763,149.19309,-12.27065,7.0,106.306914168,20.6982366048,0.295141662235,7.68300008774,0.0,10.845000267,0.0430000014603,nan,nan
HD146233,243.90276,-8.37529,1219.0,4912.08743204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD210302,332.53462,-32.54887,879.0,6356.78130739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP7743,24.91846,-46.50774,6.0,94.4543805231,28.3117102673,0.241159826649,7.08099985123,0.0,10.982000351,0.00400000018999,9.95899963379,0.0149999996647
HD191797,303.45092,-47.61797,37.0,248.992309118,22.1082309374,0.396943007591,7.27799987793,0.0,10.3389997482,0.01600000076,nan,nan
HD38666,86.49816,-32.30598,49.0,1443.50370973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD119638,206.18238,-14.22962,28.0,1144.12209139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD205289,323.71191,-20.08387,28.0,1344.93930718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD19819,47.09913,-60.17161,20.0,152.266411267,45.4919255619,0.282246393812,6.27899980545,0.0,10.4879999161,0.0989999994636,9.26799964905,0.0
HD208000,328.57073,-39.94151,7.0,141.883438075,2.88124329649,0.265497371169,6.53200006485,0.0,10.0710000992,0.0540000014007,nan,nan
HD98356,169.66614,-10.12689,8.0,278.699874417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD125072,214.76722,-59.38022,79.0,1496.93415353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD10278,25.09197,-10.44424,18.0,297.017272225,15.3574973611,0.348481613692,7.57399988174,0.0,9.77900028229,0.0,9.17899990082,0.0
HD197823,311.81849,-35.15418,23.0,569.453281666,27.1034285589,0.239691267395,6.44799995422,0.0,8.95199966431,0.0,8.28999996185,0.0
HD107094,184.73547,-45.88218,85.0,585.438673133,18.8328920991,0.279288093408,7.40700006485,0.0,10.1870002747,0.101999998093,nan,nan
HD-101065,174.40932,-46.71021,47.0,745.362656698,9.10997169072,0.245984643664,6.91900014877,0.0,10.0679998398,0.0010000000475,nan,nan
HR6416,259.76712,-46.63563,82.0,1550.60258287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD89147,154.22945,-8.91648,6.0,86.0384216499,16.4983016504,0.48653055749,7.72700023651,0.0,10.4440002441,0.0710000023246,nan,nan
HD63454,114.83589,-78.27744,47.0,267.992220036,26.2683397422,0.23855590086,6.99800014496,0.0,10.3400001526,0.0619999989867,nan,nan
Beta-Dor,83.41612,-62.4899,41.0,1988.72251961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD114613,198.00831,-37.80569,425.0,5172.92102105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD5633,14.33305,-62.24603,8.0,106.559044665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD109310,188.45497,-23.51652,16.0,634.178208393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP4394,14.06776,-65.44488,8.0,98.0323926057,18.6032978464,0.228798383815,0.0,0.0,10.9739999771,0.0299999993294,10.0819997787,0.0570000000298
HD95542,165.07657,-66.55723,54.0,308.63130107,19.1081456432,0.23213487441,6.86800003052,0.0,nan,nan,nan,nan
HD31103,72.91878,-31.56563,44.0,364.827287905,18.4508632384,0.231108983921,6.69099998474,0.0,9.04199981689,0.115000002086,8.5,0.115999996662
HIP1993,6.31503,-61.51401,17.0,126.842461345,22.4730789941,0.235092972153,7.74900007248,0.0,12.6350002289,0.0729999989271,11.2620000839,0.0740000009537
HIP4691,15.07589,-25.6176,5.0,82.7637601852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD28254,66.21,-50.62402,27.0,307.638960472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD26864,63.17903,-47.56715,6.0,101.046227045,16.5932063681,0.219420155386,7.16200017929,0.0,9.38199996948,0.0,8.68200016022,0.0
HD177730,286.58735,-10.71809,4.0,68.9340989642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS-22948-0027,324.4395,-39.45623,6.0,46.0597438117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD19994,48.19114,-1.19342,432.0,4052.54256116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD14745,35.22365,-52.96379,27.0,370.602482453,18.8422683661,0.273696384699,6.50400018692,0.0,nan,nan,nan,nan
HR-3462,130.56925,-48.09927,22.0,1065.67888222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP39470,121.00952,-35.27559,30.0,164.547470354,22.8727777324,0.321490398894,7.85599994659,0.0,12.0,0.0460000000894,10.8299999237,0.019999999553
HD66039,119.99669,-41.70387,6.0,194.331109193,20.3488160058,0.232688823582,6.34100008011,0.0,nan,nan,nan,nan
BD+032316,151.73261,2.96232,2.0,42.7113568035,45.0965577332,0.393211053613,6.39499998093,0.0,11.2589998245,0.0399999991059,10.0229997635,0.0879999995232
HD222582,355.46083,-5.98283,27.0,785.578799358,23.6268939336,0.299172642672,6.17299985886,0.0,8.28600025177,0.00600000005215,7.66099977493,0.00700000021607
HD 165341B,271.36583,2.49176,3.0,480.875347673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD136352,230.44099,-48.32043,583.0,5055.46367112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD242780,80.10469,11.60738,8.0,135.488265175,18.1311103595,0.287656964155,7.30200004578,0.0,nan,nan,nan,nan
HD29428,69.0614,-39.41484,11.0,128.09754096,15.910182819,0.214780766735,7.4359998703,0.0,9.64999961853,0.0320000015199,8.96899986267,0.00400000018999
HD68287,122.89069,-6.0164,8.0,216.48221636,17.1585145541,0.335537370632,6.60099983215,0.0,8.40200042725,0.0,7.8639998436,0.0
HD108147,186.44634,-64.02213,17.0,638.717003062,25.8436092556,0.312666621256,5.72100019455,0.0,0.0,0.0,0.0,0.0
HD202206,318.7355,-20.78615,66.0,997.303599713,21.9375019872,0.262028045279,6.48500013351,0.0,0.0,0.0,0.0,0.0
HD186061,296.21809,-52.33506,1.0,73.4,33.3719172447,0.226782185271,6.46500015259,0.0,nan,nan,nan,nan
HD15008,35.44104,-68.65944,5.0,721.616858173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD14000,33.9535,-15.89165,2.0,67.8457810037,14.1244419959,0.352862866118,7.40100002289,0.0,9.33100032806,0.0659999996424,8.91100025177,0.0509999990463
AA-Tau,68.72167,24.47787,23.0,66.5420919419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD88474,152.29712,-70.36623,18.0,288.89555206,5.90296503152,0.213292570324,6.94099998474,0.0,8.95100021362,0.0,8.46899986267,0.0
HD84075,144.0642,-78.34357,11.0,248.608728728,15.9001037657,0.229576148369,7.15999984741,0.0,nan,nan,nan,nan
X-Sgr,266.89142,-27.83271,28.0,1446.90200083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J162848-41,247.18924,-41.87942,2.0,5.66480361531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD101930,175.87088,-58.00974,72.0,884.993564948,33.508155618,0.284561213026,0.0,0.0,nan,nan,nan,nan
HD-53116,105.94603,-1.0991,23.0,454.667449902,2.32594328681,0.313666524738,8.89400005341,0.0,8.8780002594,0.097999997437,8.88000011444,0.0630000010133
HIP34785,108.02167,-24.89285,17.0,126.669609615,34.9765957883,0.246808834093,6.88999986649,0.0,11.7019996643,0.0439999997616,10.3739995956,0.0769999995828
HD101900,175.88573,-39.68388,2.0,56.5650952443,14.8338193794,0.356714927107,7.55900001526,0.0,9.47099971771,0.0,9.02099990845,0.0
BD+08456,45.01112,9.17653,2.0,52.1943483531,15.8670060606,0.228828821465,8.00800037384,0.0,10.8070001602,0.0280000008643,10.0310001373,0.0340000018477
RZ-Vel,129.25357,-44.11547,11.0,425.304996444,0.303905498797,0.309115397144,4.32100009918,0.0,nan,nan,nan,nan
BD-061339,88.24961,-5.99271,121.0,394.121656345,49.7848221419,0.280510592927,0.0,0.0,10.9720001221,0.0619999989867,9.66699981689,0.00999999977648
HD102438,176.81662,-30.28647,100.0,2013.45684831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD61051,113.98302,-32.84114,64.0,336.052659564,19.2610150662,0.223269175329,7.10900020599,0.0,9.88700008392,0.32800000906,8.89999961853,0.0
HD10008,24.39556,-6.75825,18.0,427.374589792,41.7343667426,0.300704402353,5.75299978256,0.0,0.0,0.0,0.0,0.0
HD108341,186.88638,-71.42305,37.0,244.148643248,20.2363547777,0.219849105377,7.32600021362,0.0,10.2220001221,0.0149999996647,nan,nan
V819-Tau,64.8514,28.43462,1.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD45665,96.83442,-33.11384,8.0,118.237472909,22.6500940603,0.229971478079,6.74900007248,0.0,9.06200027466,0.0120000001043,8.43099975586,0.01600000076
HD185615,295.30508,-32.87688,22.0,546.736344137,21.4691304302,0.427166683393,6.42600011826,0.0,8.81000041962,0.0,8.06599998474,0.0
HD114747,198.22639,-30.71239,39.0,761.845213938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gl588,233.05077,-41.27765,282.0,633.644474449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD88725,153.53391,3.1491,113.0,1380.73854875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD19230,45.9871,-45.4356,47.0,260.153185643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD-025958,351.76968,-1.28392,2.0,44.2986455775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD-136483,358.74717,-12.96196,4.0,85.0570984692,19.9135203456,0.243092253227,0.0,0.0,10.9169998169,0.0370000004768,10.0329999924,0.0509999990463
HD168871,276.13635,-49.65282,124.0,1678.43735063,36.565815169,0.293614269561,5.02799987793,0.0,0.0,0.0,0.0,0.0
HD240648,76.57252,17.81383,8.0,122.596533393,18.7972228395,0.283071755642,7.12799978256,0.0,9.45499992371,0.0,8.78100013733,0.0
HIP38324,117.76565,-50.30497,16.0,129.851530603,31.0593880882,0.22484674496,7.08300018311,0.0,11.2239999771,0.0529999993742,10.045999527,0.0109999999404
HIP44785,136.91463,-25.2613,3.0,59.663221502,24.8689679803,0.823858882785,0.0,0.0,11.873000145,0.0340000018477,10.6940002441,0.0340000018477
GJ1236,290.50414,7.03746,12.0,27.9444091009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD16120,38.60822,-33.84711,2.0,50.4167630853,14.9034207475,0.226178835501,7.25199985504,0.0,9.08100032806,0.0,8.55099964142,0.0
HR6998,279.72203,-21.05267,74.0,1598.07660955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD162396,268.21645,-41.99713,66.0,1427.12606311,31.1853919582,0.355966448967,4.82899999619,0.0,0.0,0.0,0.0,0.0
BD-042639,142.39736,-5.373,8.0,89.8354607046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD32804,75.96823,-40.60858,12.0,206.65369583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD212943,336.96143,4.69159,4.0,282.779330928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD136894,231.00727,-27.30837,39.0,1095.32837086,37.1009578163,0.261572234584,5.72200012207,0.0,8.21300029755,0.0,7.38500022888,0.0
HD221550,353.33107,-47.30017,21.0,169.185962775,11.8070076697,0.292124844284,8.22599983215,0.0,0.0,0.0,0.0,0.0
HD5388,13.79374,-47.40411,17.0,386.923416195,18.8620060581,0.324787852391,5.44099998474,0.0,nan,nan,nan,nan
HD21161,51.10169,-15.65598,7.0,134.608915009,19.9024610264,0.257157532097,6.04600000381,0.0,8.04500007629,0.0,7.875,0.0
HIP48502,148.36856,-31.75245,1.0,25.0,37.0317676496,0.696117950369,6.56799983978,0.0,11.5450000763,0.019999999553,10.1619997025,0.035000000149
R-TrA,229.93708,-66.49525,14.0,676.495432357,1.2937921372,0.397688126933,4.84899997711,0.0,0.0,0.0,0.0,0.0
HD164233,271.8676,-73.09642,19.0,187.93991061,16.8865787484,0.261900485817,7.33799982071,0.0,9.7889995575,0.363999992609,8.91600036621,0.0
HD66340,119.95213,-59.21214,32.0,229.996826065,18.7913942491,0.211063584778,7.3029999733,0.0,10.0380001068,0.0,nan,nan
HD216385,343.0999,9.8364,68.0,1430.0126468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD-662318,294.00679,-66.4079,11.0,151.242090702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD-202862,140.08697,-20.70531,7.0,252.87663,22.8237838949,0.287245785745,7.46299982071,0.0,11.751999855,0.0329999998212,10.5609998703,0.0230000000447
HD23249,55.80997,-9.76429,129.0,3801.64958406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD98284,169.49426,-36.5969,30.0,407.519741853,18.515569245,0.236573854577,6.87400007248,0.0,nan,nan,nan,nan
HD135379,229.3801,-58.79978,10.0,978.982987595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD6204,15.73514,-9.8641,43.0,548.121829523,19.1374149913,0.313908613906,6.95599985123,0.0,9.12600040436,0.0,8.48999977112,0.0
HD127339,217.69832,-8.64776,6.0,82.5309638863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD121504,209.32158,-56.03999,12.0,505.706802406,24.2442201009,0.250494897753,6.12400007248,0.0,0.0,0.0,0.0,0.0
HD203608,321.61117,-65.36511,17.0,1017.48604904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD188228,300.14501,-72.90873,110.0,2651.44344085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS-Pup,123.26956,-34.57804,15.0,652.222385387,0.626946386984,0.256541425705,4.01700019836,0.0,9.28199958801,0.0,7.57399988174,0.0
HD124292,213.18946,-3.3207,56.0,1238.99723971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD102200,176.39302,-46.0635,7.0,221.596931387,13.6488712277,0.254241930232,7.382999897,0.0,9.11800003052,0.0,8.71800041199,0.0
HD76969A,134.34654,-51.67092,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD80632,140.18357,-5.7544,22.0,184.570067996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD18822,44.85384,-54.25401,3.0,61.2242598975,18.8882358559,0.323699520159,7.51200008392,0.0,10.204000473,0.0879999995232,9.85299968719,0.695999979973
HD213379,337.80541,-23.00201,25.0,357.035796525,6.6106735559,0.310613822852,6.71799993515,0.0,8.75100040436,0.0,8.1280002594,0.0
HD203384,320.47274,-4.17586,21.0,554.485004306,24.4013762357,0.217691768989,0.0,0.0,8.75,0.0799999982119,7.95900011063,0.082999996841
HD152391,253.24655,-0.02867,117.0,1342.40127756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD330075,237.40655,-49.96288,48.0,325.063316909,21.9009689139,0.243124113674,7.17100000381,0.0,10.3559999466,0.156000003219,9.36499977112,0.0500000007451
HR7950,311.91817,-9.49719,8.0,1400.13256515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD-082823,150.19975,-9.51701,118.0,400.750633187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD-093070,156.29377,-10.22872,64.0,298.312922952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD65114,118.69782,-49.83715,15.0,151.592381075,19.0168666972,0.218361138035,0.0,0.0,10.1870002747,0.0509999990463,nan,nan
BD+141876,125.22562,14.06648,3.0,52.5416025641,44.3506823673,0.273583596484,0.0,0.0,11.0530004501,0.0540000014007,nan,nan
